sample_id,date_index,cloud_like_fraction
30014,11,0.0
30014,12,0.0
30014,13,0.0286865234375
30014,14,0.0
30014,15,0.0
30014,16,0.0
30014,17,0.030029296875
30014,18,0.0
30014,19,0.0
30014,20,0.00030517578125
30014,21,0.0
30014,22,0.0
30014,23,0.0
30014,24,0.0
30014,25,0.0
30014,26,0.030029296875
30014,27,0.0
30014,28,0.0
30014,29,0.0
30014,30,0.0
30014,31,0.0
30014,32,0.0
30014,33,0.0
30014,34,0.0
30014,35,0.0
30014,36,0.030029296875
30014,37,0.0
30014,38,0.0
30014,39,0.0
30014,40,0.0
30014,41,0.0
30014,42,0.0
30014,43,0.0
30014,44,0.0
30014,45,0.030029296875
30023,0,0.0
30023,1,0.0
30023,2,0.0
30023,3,0.02996826171875
30023,4,0.0
30023,5,0.0
30023,6,0.00408935546875
30023,7,0.0
30023,8,0.0
30023,9,0.0
30023,10,0.0
30023,11,0.0
30023,12,0.02374267578125
30023,13,0.02740478515625
30023,14,0.0
30023,15,0.0
30023,16,0.0
30023,17,0.0
30023,18,0.0
30023,19,0.0
30023,20,0.0
30023,21,0.0
30023,22,0.0245361328125
30023,23,0.0
30023,24,0.0
30023,25,0.0
30023,26,0.030029296875
30023,27,0.02301025390625
30023,28,0.0
30023,29,0.0
30023,30,0.0
30023,31,0.0
30023,32,0.0
30023,33,0.0
30023,34,0.0
30023,35,0.0
30023,36,0.030029296875
30023,37,0.0
30023,38,0.0
30023,39,0.0
30023,40,0.0064697265625
30023,41,0.0
30023,42,0.0
30023,43,0.0
30023,44,0.0
30023,45,0.030029296875
30026,0,0.0
30026,1,0.0
30026,2,0.0
30026,3,0.0284423828125
30026,4,0.0
30026,5,0.0
30026,6,0.0
30026,7,0.0
30026,8,0.0
30026,9,0.0
30026,10,0.0
30026,11,0.0
30026,12,0.0
30026,13,0.0
30026,14,0.0
30026,15,0.0
30026,16,0.0
30026,17,0.0
30026,18,0.0
30026,19,0.0
30026,20,0.0
30026,21,0.0
30026,22,0.02545166015625
30026,23,0.0
30026,24,0.0
30026,25,0.0
30026,26,0.00030517578125
30026,27,0.022705078125
30026,28,0.0
30026,29,0.0
30026,30,0.0
30026,31,0.0
30026,32,0.030029296875
30026,33,0.0
30026,34,0.0
30026,35,0.0
30026,36,0.030029296875
30026,37,0.0
30026,38,0.0
30026,39,0.0
30026,40,0.00921630859375
30026,41,0.0
30026,42,0.0
30026,43,0.0
30026,44,0.0
30026,45,0.0
30033,0,0.0
30033,1,0.0
30033,2,0.0
30033,3,0.02935791015625
30033,4,0.0
30033,5,0.0
30033,6,0.030029296875
30033,7,0.0
30033,8,0.0
30033,9,0.0
30033,10,0.0
30033,11,0.0
30033,12,0.0
30033,13,0.007568359375
30033,14,0.0
30033,15,0.0
30033,16,0.0
30033,17,0.0
30033,18,0.0
30033,19,0.0
30033,20,0.0
30033,21,0.0
30033,22,0.02813720703125
30033,23,0.0
30033,24,0.0
30033,25,0.0
30033,26,0.024658203125
30033,27,0.0018310546875
30033,28,0.0
30033,29,0.0
30033,30,0.0
30033,31,0.0
30033,32,0.0
30033,33,0.0
30033,34,0.0
30033,35,0.0
30033,36,0.030029296875
30033,37,0.0
30033,38,0.0
30033,39,0.0
30033,40,0.0
30033,41,0.0
30033,42,0.0
30033,43,0.0
30033,44,0.030029296875
30033,45,0.01129150390625
30048,0,0.0
30048,1,0.0
30048,2,0.0
30048,3,0.02752685546875
30048,4,0.0
30048,5,0.0
30048,6,0.02923583984375
30048,7,0.0
30048,8,0.0
30048,9,0.002685546875
30048,10,6.103515625e-05
30048,11,0.0
30048,12,0.01483154296875
30048,13,0.0
30048,14,0.0
30048,15,0.0
30048,16,0.0
30048,17,0.0
30048,18,0.0
30048,19,0.0
30048,20,0.0
30048,21,0.0
30048,22,0.026611328125
30048,23,0.0
30048,24,0.0
30048,25,0.0
30048,26,0.0
30048,27,0.0013427734375
30048,28,0.0
30048,29,0.0
30048,30,0.0
30048,31,0.0
30048,32,6.103515625e-05
30048,33,0.0
30048,34,0.0
30048,35,0.0
30048,36,0.02996826171875
30048,37,0.0
30048,38,0.0
30048,39,0.0
30048,40,0.029296875
30048,41,0.0
30048,42,0.0
30048,43,0.0
30048,44,0.0
30048,45,0.0
30052,0,0.0
30052,1,0.0
30052,2,0.0
30052,3,0.0301513671875
30052,4,0.0
30052,5,0.0
30052,6,0.02618408203125
30052,7,0.0
30052,8,0.0
30052,9,0.03009033203125
30052,10,0.00048828125
30052,11,0.0
30052,12,0.00042724609375
30052,13,0.0003662109375
30052,14,0.0
30052,15,0.0
30052,16,0.0
30052,17,0.0
30052,18,0.0
30052,19,0.0
30052,20,0.0
30052,21,0.0
30052,22,0.0245361328125
30052,23,0.0
30052,24,0.0
30052,25,0.0
30052,26,0.01617431640625
30052,27,0.0
30052,28,0.0
30052,29,0.0
30052,30,0.0
30052,31,0.0
30052,32,0.0
30052,33,0.0
30052,34,0.0
30052,35,0.0
30052,36,0.03009033203125
30052,37,0.0
30052,38,0.0
30052,39,0.0
30052,40,0.0
30052,41,0.0
30052,42,0.0
30052,43,0.0
30052,44,0.0
30052,45,0.0
30057,0,0.0
30057,1,0.0
30057,2,0.0
30057,3,0.02984619140625
30057,4,0.0
30057,5,0.0
30057,6,0.002197265625
30057,7,0.0
30057,8,0.0
30057,9,0.030029296875
30057,10,0.0
30057,11,0.0
30057,12,0.0
30057,13,0.0
30057,14,0.0
30057,15,0.0
30057,16,0.0
30057,17,0.0
30057,18,0.0
30057,19,0.0
30057,20,0.00030517578125
30057,21,0.0
30057,22,0.00054931640625
30057,23,0.0
30057,24,0.0
30057,25,0.0
30057,26,0.0
30057,27,0.02911376953125
30057,28,0.0
30057,29,0.0
30057,30,0.0
30057,31,0.0
30057,32,0.030029296875
30057,33,0.0
30057,34,0.0
30057,35,0.0
30057,36,0.0301513671875
30057,37,0.0
30057,38,0.0
30057,39,0.0
30057,40,0.0
30057,41,0.0
30057,42,0.0
30057,43,0.0
30057,44,0.0
30057,45,0.011962890625
30059,0,0.0
30059,1,0.0
30059,2,0.0
30059,3,0.006103515625
30059,4,0.0
30059,5,0.0
30059,6,0.030029296875
30059,7,0.0
30059,8,0.0
30059,9,0.0
30059,10,0.01019287109375
30059,11,0.0
30059,12,0.0
30059,13,0.00244140625
30059,14,0.0
30059,15,0.0
30059,16,0.0
30059,17,0.000244140625
30059,18,0.0
30059,19,0.0
30059,20,0.0
30059,21,0.0
30059,22,0.0
30059,23,0.0
30059,24,0.0
30059,25,0.0
30059,26,0.0283203125
30059,27,0.0
30059,28,0.0
30059,29,0.0
30059,30,0.0
30059,31,0.0
30059,32,0.0
30059,33,0.0
30059,34,0.0
30059,35,0.0
30059,36,0.03009033203125
30059,37,0.0
30059,38,0.0
30059,39,0.0
30059,40,0.0
30059,41,0.0
30059,42,0.0
30059,43,0.0
30059,44,0.0
30059,45,0.030029296875
